   5.6205040621648550E-014   5.6213308524457826E-014
   3.7865544033621745E-013   3.7867993308977602E-013
   1.7784385075714226E-013   1.7784013618084113E-013
   9.3043212023857791E-012   9.3047578575597761E-012
   2.3731017151362721E-015   2.3840911735009117E-015
   5.6218918409456364E-014   5.6213308586604421E-014
   3.7868319591183308E-013   3.7867993264355217E-013
   1.7782997296933445E-013   1.7784013633594623E-013
   8.3266726846886741E-017   7.8420468638106492E-017
   5.9020149878463712E-012   5.9022961628615448E-012
   6.6058269965196814E-015   6.6133100091300759E-015
   5.6205040621648550E-014   5.6213308620963769E-014
   3.7866931812402527E-013   3.7867993241490589E-013
   1.7784385075714226E-013   1.7784013642163354E-013
   5.9674487573602164E-016   5.9545606064004401E-016
   3.3816976996448034E-012   3.3818490660322551E-012
   1.6750489884032049E-014   1.6747759166329997E-014
   5.6191162833840735E-014   5.6213308634887397E-014
   2.8449465006019636E-015   2.8297776421166243E-015
   5.2735593669694936E-015   5.2659578828504263E-015
   1.2490009027033011E-016   1.1868481293013408E-016
   1.7782997296933445E-013   1.7784013646550490E-013
   2.9698465908722937E-015   2.9592363154325981E-015
   1.6499718258344842E-012   1.6500390919501398E-012
   4.0398240308547884E-014   4.0394540961242142E-014
   5.6218918409456364E-014   5.6213308638558119E-014
   2.7755575615628914E-017   3.2475951358487210E-017
   1.6439627437137005E-013   1.6439915127766520E-013
   1.5681900222830336E-013   1.5681184003699219E-013
   1.2087553180606392E-014   1.2088860354501886E-014
   6.0067228968563313E-013   6.0068859097332870E-013
   9.6991858988815238E-014   9.7019611022769896E-014
   5.6205040621648550E-014   5.6213308633705677E-014
   3.5703384693164253E-013   3.5704420060273018E-013
   4.1633363423443370E-017   4.0239600299465207E-017
   6.3310467979249552E-014   6.3321312032821390E-014
   4.8280823783386495E-014   4.8283858296802987E-014
   1.0719203302755886E-013   1.0721067505182166E-013
   2.5102142586774789E-013   2.5102079731104967E-013
   2.6034729927459921E-014   2.6022942882641986E-014
   3.7865544033621745E-013   3.7867993252855619E-013
   5.9674487573602164E-016   6.0942100573652902E-016
   2.5604518505417673E-014   2.5602690112987107E-014
   2.7746874242673414E-011   2.7748516899313344E-011
   1.0602629885170245E-014   1.0586822116137511E-014
   1.1102230246251565E-016   1.0364856685170854E-016
   3.7866931812402527E-013   3.7867993068792797E-013
   2.9143354396410359E-015   2.9097281614783865E-015
   9.8532293435482643E-015   9.8560597142710692E-015
   2.7746832609309990E-011   2.7748516892895534E-011
   3.9412917374193057E-015   3.9448915153510658E-015
   6.8001160258290838E-016   6.6887741949886458E-016
   3.7866931812402527E-013   3.7867992892259241E-013
   8.5764728652293343E-015   8.5913425668470405E-015
   3.4416913763379853E-015   3.4488331569290780E-015
   2.7746888120461222E-011   2.7748516886335336E-011
   1.2906342661267445E-015   1.2804404737882758E-015
   2.3731017151362721E-015   2.3652481291092177E-015
   3.7865544033621745E-013   3.7867992714957555E-013
   1.9526047445594941E-014   1.9534435831726770E-014
   1.0269562977782698E-015   1.0325981219385523E-015
   2.7746846487097798E-011   2.7748516879699302E-011
   3.1918911957973251E-016   3.3418443470117119E-016
   6.0923488476305465E-015   6.0938680562919515E-015
   3.7868319591183308E-013   3.7867992537327496E-013
   3.7747582837255322E-014   3.7732007533025872E-014
   2.3592239273284576E-016   2.3958191994460425E-016
   1.5761003613334879E-013   1.5761489113074755E-013
   1.1925183063254963E-013   1.1926010366243296E-013
   7.7174377999256194E-014   7.7172965821282738E-014
   5.5511151231257827E-017   6.0243908150862625E-017
   1.2934098236883074E-014   1.2928093734672378E-014
   3.7866931812402527E-013   3.7867992538239142E-013
   6.5225602696727947E-014   6.5226627595755718E-014
   2.7755575615628914E-017   3.5287595826045396E-017
   9.9087404947795221E-015   9.9182294881901704E-015
   2.9504593213047769E-012   2.9505947399330736E-012
   2.6367796834847468E-015   2.6260973842614652E-015
   2.4077961846558082E-014   2.4065319408341247E-014
   3.7868319591183308E-013   3.7867992521873840E-013
   1.0406953077080061E-013   1.0407506885506422E-013
   1.3877787807814457E-017   1.9268529117722664E-018
   3.4694469519536142E-016   3.5151395486623275E-016
   1.1496151253176379E-011   1.1496730148625577E-011
   1.3877787807814457E-017   1.6284883966945440E-017
   4.0786818367166688E-014   4.0791715832663533E-014
   3.7868319591183308E-013   3.7867992449519108E-013
   1.5633327965502986E-013   1.5632797895948692E-013
   2.3446078412092675E-011   2.3447383812234760E-011
   1.3877787807814457E-017   9.5505465401891056E-018
   2.1316282072803006E-014   2.1326752630217620E-014
   1.3877787807814457E-016   1.4057732370890621E-016
   1.7194579093882112E-014   1.7186916711381502E-014
   4.0245584642661925E-016   4.1002241472762439E-016
   4.3354209111612363E-014   4.3339560687057527E-014
   1.6653345369377348E-016   1.6023946286953515E-016
   2.1005419625907962E-011   2.1006614989545456E-011
   3.9551695252271202E-014   3.9549007384078624E-014
   2.6433022437544196E-013   2.6433788596652357E-013
   2.9143354396410359E-016   2.8312590712083078E-016
   3.5457747848965937E-014   3.5459489847842569E-014
   1.5260015473472777E-011   1.5260830420434517E-011
   4.1633363423443370E-017   3.2794397690951137E-017
   2.2357116158389090E-014   2.2353575735820776E-014
   5.1764148523147924E-015   5.1926361799403138E-015
   4.5796699765787707E-016   4.5870444900715340E-016
   1.1796119636642288E-015   1.1730899746099683E-015
   1.1243783681891273E-013   1.1244400893246048E-013
   8.3266726846886741E-017   8.4206278929453588E-017
   1.0578052322962606E-011   1.0578569283270539E-011
   2.3592239273284576E-016   2.3364811419262626E-016
   7.9103390504542404E-015   7.9103349409167155E-015
   1.9428902930940239E-016   2.0205856446204036E-016
   3.7868319591183308E-013   3.7867992000771733E-013
   8.3266726846886741E-017   8.9115906811428612E-017
   5.1750270735340109E-014   5.1754119886846357E-014
   5.1347814888913490E-016   5.0432311384334641E-016
   6.8842431755200550E-012   6.8845240701928542E-012
   1.0547118733938987E-015   1.0538043270411655E-015
   2.4980018054066022E-015   2.4924527697801125E-015
   1.2073675392798577E-015   1.2060016315393770E-015
   3.7868319591183308E-013   3.7867991963500309E-013
   7.4940054162198066E-016   7.4134364034528675E-016
   2.3259172365897030E-014   2.3269966319047221E-014
   2.1094237467877974E-015   2.1046703709007623E-015
   4.0969311276839449E-012   4.0971298267148680E-012
   3.7053693446864600E-015   3.7044904349455421E-015
   6.3837823915946501E-016   6.4446981746092706E-016
   4.0523140398818214E-015   4.0484103538404113E-015
   3.7868319591183308E-013   3.7867991942315484E-013
   2.8865798640254070E-015   2.8819039231349082E-015
   9.9364960703951510E-015   9.9304092558967736E-015
   7.2303274478713320E-015   7.2124522496636852E-015
   2.1265766925182561E-012   2.1266697407408110E-012
   1.1282641487753153E-014   1.1296148204304632E-014
   1.2490009027033011E-016   1.1835223705678753E-016
   1.0033640585049852E-014   1.0034524059108984E-014
   3.7865544033621745E-013   3.7867991932696354E-013
   7.7299278089526524E-015   7.7423533976342482E-015
   3.8857805861880479E-015   3.8966994852618558E-015
   2.2412627309620348E-014   2.2403310554707067E-014
   8.7212181920648391E-013   8.7215970326220689E-013
   3.2168712138513911E-014   3.2174445319976850E-014
   1.3877787807814457E-017   1.1077367357325825E-017
   2.0650148258027912E-014   2.0648863543802106E-014
   3.7865544033621745E-013   3.7867991930388084E-013
   1.6750489884032049E-014   1.6746422870357742E-014
   1.3461454173580023E-015   1.3470473082493125E-015
   6.9347305675648840E-014   6.9350706408519333E-014
   2.1545265571631944E-013   2.1547049009045527E-013
   9.2842400434278716E-014   9.2842704125205962E-014
   3.7483904868906848E-014   3.7491225082337755E-014
   3.7866931812402527E-013   3.7867991931412002E-013
   3.1447067172507559E-014   3.1435441924772151E-014
   3.7470027081099033E-016   3.8345624002486229E-016
   2.7074176234265224E-013   2.7076347569541286E-013
   6.7723604502134549E-015   6.7763403821556247E-015
   3.1838420788687927E-013   3.1838373572272010E-013
   5.6218918409456364E-014   5.6213310242577977E-014
   3.7866931812402527E-013   3.7867992002464212E-013
   5.3429483060085659E-014   5.3420939984964629E-014
   8.3266726846886741E-017   7.9445252034691178E-017
   2.3837209983668117E-011   2.3838572240513731E-011
   5.6205040621648550E-014   5.6213310454333614E-014
   3.7869707369964090E-013   3.7867991853081401E-013
   8.4349194295896268E-014   8.4354112899807634E-014
   2.0806925626892792E-011   2.0808094525309457E-011
   1.3877787807814457E-017   1.5198396065054813E-017
   5.6205040621648550E-014   5.6213310619793560E-014
   3.7866931812402527E-013   3.7867991723527317E-013
   1.2591316878030057E-013   1.2590579476985938E-013
   1.7950668729227459E-011   1.7951677163163675E-011
   1.1102230246251565E-016   1.1202160100541555E-016
   5.6205040621648550E-014   5.6213310761265937E-014
   3.7866931812402527E-013   3.7867991612750436E-013
   1.7785772854495008E-013   1.7784014176591749E-013
   1.5185741553125354E-011   1.5186546623675836E-011
   5.1347814888913490E-016   5.0222913419747497E-016
   5.6205040621648550E-014   5.6213310871703005E-014
   3.7869707369964090E-013   3.7867991530317768E-013
   1.7785772854495008E-013   1.7784014204162746E-013
   1.3877787807814457E-017   1.0164280570287396E-018
   1.0511466697060712E-011   1.0511996603784057E-011
   1.7069679003611782E-015   1.7106561873628293E-015
   5.6218918409456364E-014   5.6213310943740262E-014
   3.7868319591183308E-013   3.7867991477951989E-013
   1.7782997296933445E-013   1.7784014222142600E-013
   2.7755575615628914E-017   3.6837167406088115E-017
   6.8274275122348627E-012   6.8277491089624173E-012
   4.9127368839663177E-015   4.9248342980083274E-015
   5.6218918409456364E-014   5.6213310985639625E-014
   3.7866931812402527E-013   3.7867991449181846E-013
   1.7785772854495008E-013   1.7784014232595785E-013
   3.4694469519536142E-016   3.4367635539102451E-016
   4.0515091281889681E-012   4.0516837950078650E-012
   1.2739809207573671E-014   1.2757024942750501E-014
   5.6218918409456364E-014   5.6213311004971128E-014
   1.7860712908657206E-014   1.7836282059226866E-014
   2.4980018054066022E-015   2.4999039488364159E-015
   1.7785772854495008E-013   1.7784014238300057E-013
   1.8873791418627661E-015   1.8809521388405984E-015
   2.0933671462941561E-012   2.0934363185651458E-012
   3.1100122477312198E-014   3.1090574585043646E-014
   5.6218918409456364E-014   5.6213311011997828E-014
   1.5265566588595902E-016   1.4233020054744432E-016
   9.8171470952479467E-014   9.8167280064515920E-014
   1.7784385075714226E-013   1.7784014239808111E-013
   8.0213613529167560E-015   8.0075243089507878E-015
   8.5122187076791533E-013   8.5122464354618948E-013
   7.4343309286462045E-014   7.4348764266686914E-014
   5.6205040621648550E-014   5.6213311008787050E-014
   2.9239111132284279E-013   2.9239982525256448E-013
   1.3877787807814457E-017   1.0112166978182263E-017
   8.2905904363883565E-014   8.2903334346694155E-014
   3.1502578323738817E-014   3.1496268493967011E-014
   2.0583534876550402E-013   2.0583249568458834E-013
   1.8555990077828710E-013   1.8555519037053490E-013
   3.3723024372989130E-014   3.3710970484296620E-014
   3.7866931812402527E-013   3.7867991450436678E-013
   3.1918911957973251E-016   3.2256333519473184E-016
   3.3695268797373501E-014   3.3711980653154236E-014
   1.5490386751082497E-013   1.5491603657629560E-013
   5.5511151231257827E-015   5.5432171726839453E-015
   5.9463545198923384E-013   5.9464139499686469E-013
   1.3988810110276972E-014   1.3973409168198416E-014
   5.5511151231257827E-017   4.7639500323144501E-017
   3.7868319591183308E-013   3.7867991450074473E-013
   1.9567680809018384E-015   1.9444257542764851E-015
   1.3197776205231548E-014   1.3232241586696537E-014
   2.7746860364885606E-011   2.7748516849907414E-011
   5.3707038816241948E-015   5.3699921997468300E-015
   4.1633363423443370E-016   4.1572787109377600E-016
   3.7869707369964090E-013   3.7867991273895812E-013
   6.4115379672102790E-015   6.4202348150391935E-015
   4.7739590058881731E-015   4.7905530495576036E-015
   2.7746888120461222E-011   2.7748516843380357E-011
   1.8179902028236938E-015   1.8287715575344910E-015
   1.6792123247455493E-015   1.6869725465224359E-015
   3.7868319591183308E-013   3.7867991096769467E-013
   1.5584755708175635E-014   1.5576880567011975E-014
   1.5265566588595902E-015   1.5151372779685545E-015
   2.7746860364885606E-011   2.7748516836758092E-011
   5.1347814888913490E-016   5.1544372574207354E-016
   4.6906922790412864E-015   4.6990788805083570E-015
   3.7868319591183308E-013   3.7867990919204441E-013
   3.1377678233468487E-014   3.1381900729757591E-014
   3.8857805861880479E-016   3.8503657507325768E-016
   4.8637482930047327E-013   4.8637278793281748E-013
   2.6090241078691179E-015   2.5952684805959713E-015
   2.7779167854902198E-013   2.7780789546724331E-013
   1.1102230246251565E-016   1.0634007223373417E-016
   1.0491607582707729E-014   1.0479394977830743E-014
   3.7866931812402527E-013   3.7867990917624568E-013
   5.5871973714261003E-014   5.5867631685902235E-014
   8.3266726846886741E-017   6.7144618295371374E-017
   2.2648549702353193E-014   2.2658625952254263E-014
   1.5997897451214271E-012   1.5998534265447459E-012
   7.5495165674510645E-015   7.5491165796278909E-015
   1.3877787807814457E-017   1.2237499180230494E-017
   2.0178303472562220E-014   2.0192284121359368E-014
   3.7864156254840964E-013   3.7867990910045324E-013
   9.1107676958301909E-014   9.1089235579177321E-014
   1.3877787807814457E-017   5.4810468413414572E-018
   1.1102230246251565E-015   1.1158789510237585E-015
   8.2086004660197887E-012   8.2090117370229334E-012
   1.1102230246251565E-016   1.1664624344501774E-016
   1.3877787807814457E-017   3.2993394459500999E-019
   3.5083047578154947E-014   3.5100317067547549E-014
   3.7868319591183308E-013   3.7867990859224653E-013
   1.3909706719772430E-013   1.3910074449428593E-013
   1.3877787807814457E-017   6.6480525213333775E-018
   2.1724913534804102E-011   2.1726170032241437E-011
   5.4303783691977969E-014   5.4297439365143449E-014
   9.8532293435482643E-016   9.8849193023752963E-016
   1.7902346272080649E-015   1.7833552005517494E-015
   2.0677903833643541E-015   2.0820135065208945E-015
   8.9317442331093844E-014   8.9314511788300033E-014
   2.2949767086721806E-011   2.2951078444474129E-011
   6.8278716014447127E-015   6.8346185985153528E-015
   2.7755575615628914E-016   2.7039121911242969E-016
   1.5144829834667917E-013   1.5144140370453631E-013
   1.3877787807814457E-017   5.7403108931356958E-018
   2.8865798640254070E-015   2.8912645739789824E-015
   9.8948627069717077E-015   9.9052832660619347E-015
   1.6870990715567302E-011   1.6871867301193758E-011
   1.3877787807814457E-017   1.5608007401954839E-017
   3.0128677330765186E-014   3.0130118485118083E-014
   2.0816681711721685E-016   2.0800578098106842E-016
   4.8558379539542784E-014   4.8570110231819620E-014
   1.3877787807814457E-017   7.2938619843044069E-018
   1.4201140263736534E-013   1.4200954287593188E-013
   2.7755575615628914E-017   4.3799076284253793E-017
   1.1877193673015540E-011   1.1877779778190577E-011
   1.3877787807814457E-016   1.3789028498487961E-016
   1.0907941216942163E-014   1.0908237273438168E-014
   9.7144514654701197E-017   9.6039131593026871E-017
   3.7866931812402527E-013   3.7867990424367035E-013
   2.7755575615628914E-017   3.4841826052750798E-017
   6.5419891726037349E-014   6.5410809167585997E-014
   3.0531133177191805E-016   3.0928336836872760E-016
   7.8947681725338725E-012   7.8951223197922899E-012
   6.9388939039072284E-016   6.9255404029041238E-016
   3.5804692544161298E-015   3.5842578404514753E-015
   7.6327832942979512E-016   7.6449411351702716E-016
   3.7868319591183308E-013   3.7867990381371601E-013
   4.4408920985006262E-016   4.3831796878869946E-016
   2.9712343696530752E-014   2.9709867109355060E-014
   1.4016565685892601E-015   1.4066307112839411E-015
   4.8442083677713299E-012   4.8443724711860601E-012
   2.5812685322534890E-015   2.5875178641224079E-015
   9.8532293435482643E-016   9.9448008038371390E-016
   2.9282132274488504E-015   2.9278127472666534E-015
   3.7868319591183308E-013   3.7867990355835333E-013
   2.0122792321330962E-015   2.0137046051236495E-015
   1.2934098236883074E-014   1.2918473402398122E-014
   5.0376369742366478E-015   5.0534817372292995E-015
   2.6384033846582611E-012   2.6385172161227166E-012
   8.1740170188027150E-015   8.1648089069575785E-015
   1.9428902930940239E-016   2.0692018895252737E-016
   7.8270723236073536E-015   7.8202150300581651E-015
   3.7865544033621745E-013   3.7867990343202164E-013
   5.9258153939367730E-015   5.9144709915378945E-015
   5.2319260035460502E-015   5.2184534740609822E-015
   1.6014967130217883E-014   1.6021702502024807E-014
   1.1803752419936586E-012   1.1804003062253807E-012
   2.3578361485476762E-014   2.3563759826522016E-014
   2.7755575615628914E-017   2.5140622665840360E-017
   1.6875389974302379E-014   1.6880367416848759E-014
